word,tag
expectations,NNS
Please,NNP
reach,VB
book,NN
@,NNP
artrestaurant.sg,RB
follow,VBP
matter,NN
Regards,NNS
Plating,VBG
clean,JJ
Sharing,NNP
churned,VBD
re-opened,JJ
Mondays,NNP
Saturdays,NNP
forwards,NNS
decision,NN
eye-pleasing,JJ
theaterical,JJ
creation,NN
tasted,VBD
perfection,NN
Thee,NNP
smooth,CC
tough,JJ
tendons,NNS
Kids,NNP
poor,JJ
Basic,NNP
stuff,NN
laid,VBD
rude,JJ
45,CD
sitting,VBG
among,IN
Visited,VBN
gentlemen,NNS
tucked,VBD
South,NNP
Beach,NNP
famed,VBD
Michelin-starred,NNP
built,JJ
reputation,NN
US,NNP
Part,NNP
Bonvoy,NNP
program,NN
earn,NN
points,NNS
remaining,VBG
stuck,JJ
Felix,NNP
sincerely,RB
assured,VBD
measures,NNS
ensure,VB
similar,JJ
incidents,NNS
reached,VBD
privately,RB
allow,JJ
Yours,NNP
food..,NN
w,NN
wine/cocktails,VBZ
touches,NNS
personally,RB
reatined,VBD
concentration,NN
ODETTE,NNP
HOME,NNP
wouldnt,NN
anything,NN
3*,CD
delivery,NN
comes,VBZ
heating,VBG
instructions,NNS
precise,RB
Well,NNP
Done,NNP
Strongly,NNP
Bought,NNP
milkshake,NN
Kris+,NNP
makes,VBZ
options,NNS
okay,IN
guess,JJ
nearly,RB
1.2k,CD
Intricate,NNP
complex,JJ
white,JJ
asparagus,NN
tartare,NN
cakes,NNS
JT,NNP
inspired,VBD
reinvent,JJ
sense,NN
infusing,VBG
essences,NNS
hence,NN
traditions,NNS
witness,VBP
takeover,NN
happening,VBG
rotating,VBG
weekly,JJ
month,NN
March,NNP
Located,NNP
panoramic,JJ
expresses,NNS
memories,NNS
Italy,NNP
Tofu,NNP
tea,NN
damn,NN
Compliment,NNP
staf,NN
trained,VBD
communicate,JJ
hassle,NNS
person,NN
Trendy,NNP
eat,NN
After,IN
steakhouse,NN
parking,VBG
Buy,NNP
cheeseburger,NN
🍔,NN
Blackmore,NNP
goooood,NN
T,NNP
rating,NN
Gina,NNP
Talented,NNP
Bake,NNP
Box,NNP
justify,VB
warmth,NN
Such,JJ
💯,JJ
❤,NNP
/,NNP
creatively,RB
varied,VBD
cosy,JJ
gather,NN
waitress,NN
dose,VB
she,PRP
queen,JJ
England,NNP
She,PRP
audacity,VBD
curse,JJ
insignificant,JJ
mistake,NN
Ms,NNP
Valerie,NNP
witnessed,VBD
negative,JJ
incident,NN
standing,VBG
one-star,JJ
share,NN
Didnt,NNP
garlic,NN
Rest,NNP
willing,JJ
asking,VBG
Michael,NNP
passionate,NN
serves,NNS
smile,JJ
heard,CD
years,NNS
Andre,NNP
Chiang,NNP
visited,VBD
latter,JJ
showcases,NNS
Michelle,NNP
yes,RB
cos,VBD
feed,JJ
4-6,JJ
people,NNS
deserved,VBD
wouldn,JJ
splurging,VBG
breads,NNS
fill,JJ
pace,NN
huge,JJ
Recommended,NNP
appetite,NN
Without,IN
doubt,NN
Phenomenal,NNP
dent,NN
pocket,NN
ll,NN
grilled,VBD
king,VBG
duper,IN
melt-in-your-mouth,JJ
exceed,NN
flan,NN
silky,JJ
savoury,NN
pudding,VBG
eaten,JJ
buttery,NN
A4,NNP
wouldve,NN
rated,VBD
3.5,CD
theres,NNS
option,NN
asian,JJ
thus,RB
arent,JJ
6th,CD
AB,NNP
Pizza,NNP
Ribeye,NNP
Campari,NNP
Blood,NNP
Orange,NNP
sorbet,VBD
level,JJ
tartness,NN
Mathan,NNP
Jeremy,NNP
extend,VBP
sincere,JJ
apologies,NNS
pay,VBP
strict,JJ
allergies,NNS
recent,JJ
exception,NN
Providing,VBG
seamless,JJ
patronage,NN
chance,NN
provide,NN
manager,NN
Indeed,RB
remember,VB
Everything,NNP
OK,NNP
started,VBD
strange,JJ
pint,NN
asked,VBD
whether,IN
200ml,CD
500ml,CD
technically,RB
neither,CC
nevermind,JJ
snack,NN
essentially,RB
slice,RB
disappointed,JJ
soufflé,NN
Apple,NNP
crumble,JJ
reserved,VBD
spacious,JJ
cushioned,JJ
Maine,NNP
undercooked,VBD
almost,RB
Greeted,VBN
enthusiasm,NN
Was,NNP
bombastic,JJ
character,NN
threw,VBD
fork,NN
scolding,VBG
Despite,IN
6-course,JJ
listed,VBN
inside,IN
free-flow,JJ
sourdough,JJ
Ribena,NNP
petit,NN
celebrating,VBG
Simply,NNP
gastronomic,JJ
adventure,NN
wonder,VBP
courteous,JJ
explaining,VBG
hamburger,NN
Both,DT
10,CD
Don,NNP
worry,VBP
won,VBD
LOT,NNP
OF,NNP
complementary,JJ
satisfying,VBG
vastly,RB
double,RB
compared,VBN
steakhouses,NNS
York,NNP
Crab,NNP
Boaton,NNP
Wines,NNP
massively,RB
unless,IN
limitless,JJ
resources,NNS
Bread,NNP
tasty..,VBP
Garlic,NNP
Chicken,NNP
With,IN
bottom,JJ
Sashimi,NNP
sake,NN
🍶,NNP
Personal,NNP
favorites,VBZ
tuna,JJ
mushroom,NN
eggplant,NN
come..,NN
husband,NN
views,NNS
dined,VBN
emails,JJ
questions,NNS
Ridiculously,RB
lasted,VBD
reasonably,RB
priced,VBN
Filling,NNP
fairly,RB
Wouldnt,NNP
Anniversary,NNP
seats,NNS
watch,VBP
prep,NN
Atmosphere,NNP
Clean,NNP
Posh,NNP
Chill,NNP
sunlight,VBD
Server,NNP
said,VBD
Servers,NNPS
suits,NNS
Decent,NNP
bbq,NN
chocolate,NN
THE,NNP
bomb,NN
complemented,VBD
tacos,JJ
truffle,NN
pizza..,NN
jakarta,NN
servers,NNS
Discount,NNP
mariott,NN
bonvoy,NN
elite,JJ
members,NNS
Juicy,NNP
patties,NNS
topped,VBD
rustic,JJ
layout,IN
central,JJ
Decor,NNP
display,NN
Couldnt,NNP
combined,VBD
techniques,NNS
inspiring,VBG
hints,NNS
personality,NN
amazingly,RB
helpful,JJ
Especially,NNP
turbotin,NN
truffade,VBD
including,VBG
veal,NN
packaging,NN
Sophie,NNP
keen,NNP
eye,NN
recognising,VBG
decorative,JJ
sourced,VBN
historic,JJ
spot,NN
oriental,JJ
chessboard,NN
porcelain,NN
pieces,NNS
P.s,NNP
CNY,NNP
sweetness,NN
strong,JJ
bud,NN
Fries,NNS
low,JJ
performing,VBG
Maybe,RB
test,NN
patience,NN
chose,VBD
comfort,NN
many,JJ
Royer,NNP
thoughts,NNS
wise,VBP
starter,JJ
trail,NN
ablaze,NN
simply,RB
asia,JJ
dishs,NN
origin,NN
slight,VBD
totally,RB
Wooooooo,NNP
yums,NNP
critical,JJ
difficult,JJ
pin,NN
flaws,NNS
position,NN
Waiter,NNP
Cheeseburger,NNP
sunny,JJ
👌,NNP
technique,NN
flavoured,VBD
near-perfect,JJ
Phillip,NNP
place…very,NN
Gwen,NNP
acquainted,VBD
11-courses,NNS
extended,JJ
suggestion,NN
beverage,NN
Central-Asian,JJ
launch,NN
perhaps,RB
complete,JJ
purists,NNS
chock,NN
puts,VBZ
Add,NNP
Sour,NNP
Plum,NNP
Tripe,NNP
dont,NN
offal,NN
accepting,VBG
Booked,VBD
pre-valentines,NNS
received,VBD
cost,NN
prepay,NN
inordinate,NN
1100,CD
decided,VBD
May,NNP
Servings,NNP
carried,VBD
hint,NN
u,JJ
Totally,NNP
Woo-ed,NNP
Ordered,NNP
mouthgasm,NN
cook,NN
peewee,NN
potatoes,NNS
elegant,JJ
insane,NN
seaweed,VBD
rest,JJ
bland,NN
kitchen,NNP
noisy,VBZ
proper,JJ
breakfast…with,NN
bitter,JJ
coffee,NN
home-made,NN
pasta,NN
U,NNP
Lucy,NNP
Buttermilk,NNP
Fried,NNP
Two,CD
Onion,NNP
Rings,NNP
Sweet,NNP
Coleslaw,NNP
overly,RB
creamy,VBD
compliment,NN
Because,IN
Faith,NNP
photos,NNS
Nan,NNP
Seaweed,NNP
Butter,NNP
butters,NNS
in-house,VBP
jars,NNS
indulging,VBG
open,JJ
creates,NNS
naturally,RB
bustling,VBG
sound,NN
levels,NNS
rise,VBP
due,JJ
heightened,VBN
energy,NN
excitement,NN
seated,VBN
offer,NN
hold,NN
intimate,NN
give,JJ
pairings,NNS
emphasis,NN
provenance,NN
peers,NNS
UK,NNP
Needless,NNP
staples,VBZ
returning,VBG
platform,VB
host/server,NN
knowledge,NN
👍🏻,VBD
15/5,CD
Sgp,NNP
yesterday,NN
surreal,VBD
Eric,NNP
patient,JJ
stylish,NN
novel,NN
likely,JJ
tend,VBP
saltier,JJR
oiler,JJR
heavy,JJ
dressing,NN
separated,VBD
encouraged,JJ
Let,NNP
personal,JJ
tonight,NN
attendants,NNS
responsive,VBP
arrived,VBD
4Star,CD
<,NNP
Pros,NNP
>,NNP
pate,NN
suitable,JJ
collections,NNS
Staffs,NNP
attentive😄,VBZ
Heavenly,NNP
tingles,VBZ
imagination,NN
DIE,NNP
MUST,NNP
COME,NNP
HC,NNP
observances,VBZ
preparation,NN
hygiene,NN
utmost,JJ
importance,NN
wear,NN
masks,NNS
wash,VBP
hands,NNS
regularly,RB
tie,VBP
hair,NN
reiterated,VBN
gesture,NN
sparkling,VBG
bottled,VBD
tap,JJ
request,NN
advised,VBD
additional,JJ
apologise,NN
round,NN
pink,VBP
Bloated,VBN
More,RBR
commercial,JJ
Reservation,NNP
disappointing,VBG
relaxed,JJ
pure,JJ
capture,NN
pairs,VBZ
showing,VBG
typical,JJ
scene,NN
Severely,NNP
lower,JJR
meter,NN
Tri,NNP
Tip,NNP
220grams,CD
58++,CD
charred,VBD
bits,NNS
prefer,VBP
mash,JJ
accompaniment,JJ
Mussel,NNP
Bisque,NNP
Happy,NNP
porterhouse,IN
least,JJS
souffle,NN
understated,JJ
focuses,NNS
letting,VBG
unfriendly,RB
slow,JJ
ordinary,JJ
McDonalds,NNS
pricier,VBP
Mayo,NNP
old,JJ
curdled,VBD
Tasted,JJ
6,CD
rip-off,NN
grills,NNS
handful,RBR
capable,JJ
pork,NN
Dont,NNP
systems,NNS
Id,NNP
overgrown,IN
fingernails,JJ
black,JJ
dirt,NN
area,NN
lose,VBP
That,IN
Then,RB
mishmash,VB
theyre,NN
invited,VBN
paying,VBG
spend,JJ
VEGETARIAN,NNP
mid-November,NN
cousins,NNS
40th,CD
bday,JJ
👍🏻👍🏻👍🏻,NNP
credit,NN
numbers,NNS
meaningless,RBR
have..,RB
Go,NNP
management,NN
sneaky,NN
lists,NNS
Family,NNP
comprises,VBZ
Presentation,NNP
genuinely,RB
surprising,JJ
beginning,VBG
Dan,NNP
divine,NN
Plus,NNP
chargrill,NN
ladies,VBZ
🥰🥰💓,NNP
cause,NN
found,VBD
rival,JJ
highlight,JJ
foo,NNS
story,NN
telling,VBG
invites,NNS
early,RB
Tuesday,NNP
whisked,VBD
burnt,JJ
crusty,NN
Shout,NNP
Marilou,NNP
Nickson,NNP
lover,VBD
heaven,JJ
klook,VB
3-course,JJ
Portion,NNP
egg,NN
chorizo,NN
canelés,NN
Pricy,NNP
afraid,VBD
👍Food,NNP
salmon,NN
condiments,NNS
Prime,NNP
delicious.😋😋,NN
brings,VBZ
hospitable,JJ
mode,NN
Mains,NNP
imo,NN
above,IN
Nov,NNP
2020,CD
well-deserving,NN
3rd,CD
accolade,JJ
measure,NN
intricately,RB
travesty,JJ
lasting,VBG
humble,JJ
opinion,NN
foie,NN
gras,NNS
cube,VBP
Exec,NNP
satisfied👍🏿👍🏿👍🏿,NN
great~,NN
travel,VBP
gustative,JJ
accompany,JJ
website,JJ
advance,NN
anticipated,VBN
confirmed,VBD
via,IN
email,NN
call,NN
informing,VBG
earlier,JJR
Tried,NNP
Asked,NNP
nailed,VBD
those,DT
expensive,JJ
belonging,VBG
Jw,NNP
Hotel,NNP
flawless,NN
Awful,NNP
rang,NN
cancelled,VBD
answer,NN
system,NN
error,NN
apology,NN
awful,JJ
seasonal,JJ
particular,JJ
boston,NN
🦞,NNP
shortly,RB
husbands,VBZ
Creative,JJ
standouts,NNS
omg,VBP
herbal,JJ
mochi,NN
executed,VBD
parings,NNS
GO,NNP
TO,NNP
under-rated,JJ
beats,NNS
Hans,NNPS
Gluck,NNP
prompt,JJ
Super,NNP
couldnt,NN
me..,NN
pun,NN
intended,VBN
informed,VBN
incredibly,RB
Possibly,RB
experienced,JJ
walk-in,JJ
Experience,NNP
paella,NN
amicable,JJ
chunky,NN
filled,VBN
decent,JJ
Tad,NNP
quantity,NN
Wide,NNP
comprising,VBG
recognisable,JJ
rolls,NNS
type,JJ
choices,NNS
mixing,VBG
mexican,JJ
Wednesday,NNP
afternoon,NN
Been,NNP
consistently,RB
usually,RB
lobsters,NNS
Edited,VBD
Apr,NNP
managed,VBD
one-off,RB
awhile,JJ
Scan,NNP
QR,NNP
code,NN
promptly,RB
Famous,NNP
raw,JJ
Crust,NNP
feels,NNS
concept,VBP
style,NN
Therefore,RB
evaluated,VBD
posh,RB
Gorgeous,JJ
leek,JJ
langoustine,NN
feeling,NN
uneasy,JJ
mid,JJ
presence,NN
form,NN
diary,JJ
weaving,NN
didn,NN
minute,NN
hunt,NN
rather,RB
fabulous,JJ
partners,NNS
promotion,NN
Word,NNP
advise,NN
complimentary,NN
quick,NN
bf,NN
mine,NN
liking,VBG
door,NN
vegetarian,JJ
sirloin,NN
Mac,NNP
except,IN
tomato,JJ
omph,JJ
factor,NN
Friday,NNP
thanks,NNS
pear,VBP
turnover,NN
suppose,RB
improve,VB
classic,JJ
Their,NNP
Juiciest,NNP
Me,NNP
No.1,NNP
No.2,NNP
breezy,VBD
sit,NN
sundays,NNS
kinda,VBP
situation,NN
Youre,NN
😁,NNP
impeccably,RB
shoddy,VBD
12-15,JJ
believe,NN
higher,JJR
plates,VBZ
resolved,VBN
Hahahaha,NNP
Honey,NNP
Htoo,NNP
Birthday,NNP
prior,RB
04,CD
spectacular,JJ
✨,NNP
lesser,NN
plated,VBD
Terrific,NNP
gorgeous,JJ
checked,VBD
boxes,NNS
french/local,JJ
clear,JJ
highlights,NNS
others,NNS
polarising,VBG
Langoustine,NNP
superbly,RB
please,VBD
free,JJ
girl,NN
waiters,NNS
intuitive,JJ
inner,JJ
gem,NN
Got,NNP
knowing,VBG
generally,RB
aesthetically-pleasing,VBG
curious,JJ
palates,NNS
stories,NNS
behind,IN
crafting,VBG
disappoints,NNS
justifies,VBZ
Most,JJS
25/04/21,CD
arrange,NN
flowers,NNS
sg,VBP
lamb,NNS
Like,IN
complement,NN
dark,NN
bill,NN
pricey,JJ
Style,NNP
Tasting,NNP
terribly,RB
fatty,VBD
dimensional,JJ
amongst,JJ
8-course,JJ
fav,NN
4.5,CD
exquisite,JJ
membership,NN
depending,VBG
48,CD
braised,JJ
hokkaido,NN
scallops,NNS
lets,VBZ
nuts,NNS
belly,RB
Oishi,NNP
Over,NNP
late,RB
review.I,VBZ
🎂,JJ
🎨Art,NN
artists,NNS
flavoued,VBD
Try,NNP
wow,NN
creamed,VBD
spinach,NN
fab,NN
Head,NNP
Sperindio,NNP
pictures,VBZ
speak,VBP
themselves,PRP
justice,JJ
actual,JJ
Situated,NNP
upscale,JJ
Japanese-fusion,NNP
vibe,NN
fish/meat,NN
halibut,NN
ya,NNP
exceptional,JJ
vegan/vegetarian,JJ
Beyond,NNP
veggie,NN
vegan,NN
Veggie,NNP
plain,NN
food/flavours,NNS
ASAP,NNP
period,NN
offers,NNS
wooloomooloo,VBP
mortons,NNS
league,VBP
tier,JJR
plating,VBG
skills,NNS
stand,VBP
piece,NN
2019,CD
ingredient,NN
shows,VBZ
living,VBG
naturalism,NN
showed,VBD
visual,JJ
Warm,NNP
Knowledgeable,NNP
selected,VBD
spoilt,RB
presumptuous,JJ
present,NN
spaced,VBD
range,NN
Rolls,NNP
that..,NN
might,MD
pricy,VB
BBQ,NNP
fall,NN
ears,VBZ
must-have,JJ
finger,NN
crackers,NNS
located,VBN
sixth,JJ
gallery,NN
building,NN
marina,NNP
bay,NN
sands,NNS
CBD,NNP
contemporary,JJ
designed,VBN
tribute,JJ
roots,NNS
😃😃😃,VBP
Mostly,NNP
normal,JJ
smoked,VBD
smokey,JJ
id,JJ
Casual,NNP
Summer,NNP
features,VBZ
pub,VBP
facing,VBG
cross,NN
junction,NN
Diagonal,NNP
NAFA,NNP
toastbox,NN
Having,VBG
1-for-1,JJ
Apparently,RB
250ml,CD
tapped,VBD
theatre,NN
Bess,NNP
waygu,NN
someday,NN
😍,NNP
reflected,VBD
plate,JJ
Wine,NNP
seriously,RB
Filet,NNP
mignon,NNP
*chefs,NNP
kiss*,NNP
wowzaaaa,NN
whiskey,NN
sour,JJ
hibiki,NN
rump,NN
From,NNP
meaty,NN
Wasn,NNP
v,NN
depressing,VBG
‘,NNP
turkey,NN
👌🏻,NNP
Hands,NNP
discounted,VBD
unfortunately,RB
Scrumptious,JJ
Saffron,NNP
cured,VBD
yolk,JJ
shavings,NNS
😋😋,JJ
3-4,JJ
already,RB
In,IN
getting,VBG
+,JJ
hr,NN
Sanchoku,NNP
Yellowtail,NNP
Jalapeno,NNP
Brother,NNP
◜‿◝,NNP
♡,NNP
👍🏼,VBD
200,CD
per,IN
pax,NN
mind-blowing,NN
spaghetti,NNS
Wolfgangs,NNP
restaraunt,NN
filet,NN
Pricey,NNP
consistent,NN
Found,VBD
richer,JJR
cuts,NNS
cloying,VBG
Sides,NNP
tag,NN
Asahi,NNP
19,CD
mmm,NN
Extremely,RB
indeed,RB
Small,NNP
crowded,VBD
Eggs,NNP
wagon,IN
stilton,NN
sober,NN
breeze,NN
appetisers,NNS
pushy,VBP
ordering,VBG
disasters,NNS
Cold,NNP
reading,NN
hearing,VBG
raving,VBG
surely,RB
live,JJ
pineapple,NN
Tim,NNP
opening,NN
Bakery,NNP
Exquisite,NNP
😌,NNP
Apart,NNP
board,NN
updates,VBZ
すごい美味しかった,NNP
composition,NN
etc,FW
completely,RB
Racial,JJ
discrimination,NN
granted,VBN
Exquisitely,RB
dream,JJ
Inventive,NNP
choose,NN
news,NN
companions,NNS
THIS,NNP
IS,VBZ
NOT,NNP
RESTAURANT,NNP
DO,VB
IT,NNP
AT,NNP
boyfriends,VBZ
pulut,JJ
hitam,NN
mango,NN
DIVINE,NNP
Singaporean,NNP
under,IN
Quite,NNP
lively,RB
roles,VBZ
American,JJ
diner,NN
Whole,NNP
key,NN
werent,NN
Tomahawk,NNP
esp,NN
mushrooms,NNS
peas,VBP
die,JJ
for..,NN
grandson,NN
loves,VBZ
mac,RBS
too..Will,JJ
choosing,VBG
mostly,RB
fat,JJ
drop,NN
tremendously,RB
attitude,RB
enhanced,JJ
skyline,NN
rattan,NN
hand,NN
cushions,NNS
told,VBD
beforehand,RB
600,CD
300,CD
HALF,NNP
bottle,JJ
watery,NN
shop,NN
Environment,NNP
crampy,NN
romantic,JJ
Suggest,NNP
Appetisers,NNPS
Julian,JJ
shoulder,NN
chargrilled,VBD
Shaved,NNP
doesnt,NN
venison,NN
200g,CD
40+,CD
Steamed,VBD
50+,CD
500g,CD
discounts,NNS
yours,RB
wanting,VBG
reccomend,VB
fannatical,JJ
finishing,NN
custom,NN
Where,NNP
boiled,VBD
palatable,JJ
inhonest,JJ
shout-out,NN
Caroline,NNP
nauseous,JJ
Woke,VBD
7am,CD
puke,JJ
begin,NN
Christmas,NNP
either,CC
luck,NN
poisoned,VBD
maki,JJ
PLS,NNP
READ,NNP
BEFORE,NNP
MAKE,NNP
RESERVATION,NNP
SAVE,NNP
YOURSELF,NNP
HEFTY,NNP
BILL,NNP
totaled,VBD
hotels,NNS
meal-,CD
Out,NNP
coissant,JJ
bakery,NN
Cheap,NNP
explain,NN
receiving,VBG
investigating,VBG
reaching,VBG
line,NN
carpaccio,NN
chop,NN
tomahawk,NN
extraordinary,JJ
restauranteur,NN
frankly,RB
learning,VBG
presented..Simply,NN
👍👍,JJ
abit,NN
Background,NNP
Probably,NNP
avocado,VBD
saturday,JJ
female,JJ
seems,VBZ
rush,JJ
walk,NN
understaffed,JJ
moist,JJ
tri-tip,JJ
Avoid,NNP
realising,VBG
basically,RB
portobello,JJ
replace,VB
Thought,NNP
kidding,VBG
melted,VBN
michelon,NN
previous,JJ
Aura,NNP
booth,NN
counted,VBD
40-50,JJ
covers,NNS
account,VBP
walking,VBG
Spoiler,NNP
alert,JJ
images,NNS
writing,VBG
afterwards,NNS
Who,NNP
knew,VBD
thermidor,JJ
inauthentic,JJ
split,NN
baked,VBN
claw,NN
anaemic,JJ
flimsy,NN
straws,NNS
❤️,VBP
remarkable,JJ
laughters,NNS
Almost,NNP
magical,JJ
caveat,NN
quiet,JJ
Sg,NNP
dressed,VBD
tobiko,NN
greens,NNS
unconventional,JJ
regular,JJ
120g,CD
Personally,RB
upsize,JJ
suit,NN
adult,NN
rough,IN
dry,JJ
despite,IN
Medium,NNP
grind,NN
basket,NN
complimented,VBD
10*,CD
食物，环境，服务都不错👍🏻,JJ
three-cheese,JJ
Cheese,NNP
disappointingly,RB
12,CD
aside,RB
five,CD
reinvention,NN
predominantly,RB
youll,JJ
notice,JJ
Korean,JJ
thread,NN
running,VBG
neat,JJ
4.5*,CD
4*,CD
middling,VBG
interior/ambience,NN
competition,NN
3.5*,CD
inconsistent,NN
fortunate,NN
photo,NN
ops,VBZ
spoil,JJ
treat,NN
snacks,NNS
mocktails,NNS
wide,JJ
drink,VBP
Expensive,JJ
caviar,NN
"evening,18",NN
Dec.,NNP
Fine,NNP
background,IN
audible,JJ
volume,NN
Perfection,NNP
Porterhouse,NNP
sharing,VBG
portions,NNS
closing,VBG
worthy,JJ
shaobings,NNS
cali,VBP
somewhat,RB
pig,JJ
sauteed,NN
mediocre,NN
expecting,VBG
A1,NNP
gap,NN
Display,NNP
immaculate,NN
equally,RB
salted,VBD
TMG,NNP
rate,NN
5/5,CD
terrible,JJ
phonecall,NN
secure,NN
screwed,VBD
DontSayBojio,NNP
herbs,NN
refreshing,VBG
Western,JJ
Symphonies,NNP
beetroot,VBP
various,JJ
styles,NNS
coasts,NNS
directly,RB
garden,VBP
olive,JJ
oil,NN
garnishes,NNS
friggin,VBP
cheeks,NNS
Yum,NNP
thanking,VBG
heart,NN
uniquely,RB
talk,VB
Whoever,NNP
handles,VBZ
phone,NN
job,NN
several,JJ
calls,VBZ
previously,RB
match,JJ
cap,NN
Here,RB
circuit,NN
breaker,NN
pizzas,NN
brussel,NN
sprouts,VBZ
handrolls,NNS
taco,JJ
shiso,JJ
seabass,NN
Vanilla,NNP
Milkshake,NNP
Curly,NNP
definately,RB
orders,NNS
convenient,JJ
wallet,NN
painful,JJ
stood,VBD
meringue,JJ
Ivory,NNP
caramel,NN
sanchoku,NN
gone,VBN
boring,JJ
apple,NN
wild,JJ
taste..,NN
imo..,NN
Memorable,NNP
included,VBD
Spaghetti,NNP
Monograno,NNP
Felicetti,NNP
Scampi,NNP
Young,NNP
Chestnut,NNP
Tonnarelli,NNP
Foie,NNP
Gras,NNP
namely,RB
sand,VBP
perch,NN
tuning,VBG
aircon,JJ
ok.,JJ
lol,NN
25mins,CD
Dine-in,JJ
takeout,NN
mess,NN
classical,JJ
Sommelier,NNP
Manger,NNP
unattentive,JJ
counter,NN
unattended,VBD
annual,JJ
affair,NN
guys,NNS
Remember,NNP
Scottish,NNP
Rosemary,NNP
Organic,NNP
Egg,NNP
Unmissable,NNP
Light,NNP
World,NNP
Non-Google,NNP
salads,NNS
soups,NNS
called,VBD
descriptions,NNS
ill,VB
juicy-licious,JJ
Numbers,NNS
"1,2,4",CD
beers,NNS
Luv,NNP
joint,JJ
talent,NN
feasted,VBD
problem,NN
chops,NNS
Monday,NNP
iced,VBD
forget,VB
sence,NN
extensively,RB
Finally,NNP
odette,MD
RM,NNP
Jacques,NNP
Julien😍,NNP
spent,VBD
400,CD
Petit,NNP
service~,NN
Instagram,NNP
page,NN
rachreviews_,NN
specific,JJ
appropriate,JJ
jn,NN
hall,NN
owner,NN
John,NNP
sp,NN
helped,VBD
lounge,VB
classy,JJ
prime,JJ
corn,NN
cream,NN
fine-dining,NN
absolute,NN
delicate,NN
fail,VBP
Delightful,NNP
hash,NN
browns,NNS
